,caseID,taskID,originator,eventtype,date,time
6613,717,MakeTicket,Dian,complete,1970-01-05,19:45
6614,420,TicketReady,System,complete,1970-01-04,16:54
6615,675,InformClientSurvey,System,complete,1970-01-01,11:40
6617,742,ReadyInformClient,System,complete,1970-01-09,9:07
6620,144,RepairReady,System,complete,1970-01-14,14:57
6622,398,SendTicketToFinAdmin,System,complete,1970-01-19,23:04
6623,636,SendTicketToFinAdmin,System,complete,1970-01-02,22:34
6624,18,FirstContact,Monica,complete,1970-01-08,6:17
6625,581,SendTicketToFinAdmin,System,complete,1970-01-02,5:22
6626,616,FirstContact,Monica,complete,1970-01-05,22:13
6627,860,ImmediateRepair,Jacky,complete,1970-01-13,20:40
6628,224,InformClientSurvey,System,complete,1970-01-06,3:17
6629,274,RepairReady,System,complete,1970-01-11,2:00
6631,376,ArrangeSurvey,Monica,complete,1970-01-01,20:04
6633,112,FirstContact,Dian,complete,1970-01-07,23:46
6634,418,InformClientSurvey,System,complete,1970-01-07,10:28
6635,810,ArrangeSurvey,Dian,complete,1970-01-08,11:45
6636,458,InformClientSurvey,System,complete,1970-01-07,9:15
6638,956,InformClientSurvey,System,complete,1970-01-07,20:16
6639,447,MakeTicket,Monica,complete,1970-01-04,22:22
6641,241,SendTicketToFinAdmin,System,complete,1970-01-09,9:00
6643,510,InternRepair,John,complete,1970-01-03,10:01
6644,297,SendTicketToFinAdmin,System,complete,1970-01-03,0:14
6645,58,Survey,Anne,complete,1970-01-13,18:37
6646,261,FirstContact,Monica,complete,1970-01-06,14:59
6648,172,TicketReady,System,complete,1970-01-09,2:33
6649,130,ImmediateRepair,Anne,complete,1970-01-07,0:17
6650,468,MakeTicket,Dian,complete,1970-01-02,11:22
6652,177,ReadyInformClient,System,complete,1970-01-13,3:04
6654,85,ArrangeSurvey,Dian,complete,1970-01-07,6:25
6655,776,Survey,Eric,complete,1970-01-03,14:06
6656,406,TicketReady,System,complete,1970-01-10,7:03
6658,877,MakeTicket,Monica,complete,1970-01-02,1:22
6660,229,MakeTicket,Monica,complete,1970-01-05,19:17
6661,945,TicketReady,System,complete,1970-01-14,2:26
6663,650,FirstContact,Monica,complete,1970-01-06,16:08
6664,666,ReadyInformClient,System,complete,1970-01-14,1:59
6667,977,InformClientSurvey,System,complete,1970-01-02,20:03
6668,27,MakeTicket,Dian,complete,1970-01-06,1:37
6669,254,FirstContact,Monica,complete,1970-01-07,22:50
6670,939,TicketReady,System,complete,1970-01-18,11:30
6671,600,RepairReady,System,complete,1970-01-06,1:16
6672,518,ImmediateRepair,Anne,complete,1970-01-09,22:16
6673,814,FirstContact,Dian,complete,1970-01-03,11:34
6675,783,FirstContact,Dian,complete,1970-01-01,13:51
6677,251,Survey,Paul,complete,1970-01-11,17:32
6678,580,InternRepair,Edd,complete,1970-01-19,2:05
6679,813,ReadyInformClient,System,complete,1970-01-06,7:44
6680,591,TicketReady,System,complete,1970-01-12,17:37
6682,119,ReadyInformClient,System,complete,1970-01-16,0:23
6683,272,MakeTicket,Dian,complete,1970-01-07,9:02
6684,658,ArrangeSurvey,Dian,complete,1970-01-05,2:24
6685,786,SendTicketToFinAdmin,System,complete,1970-01-03,21:33
6686,634,InternRepair,Barbara,complete,1970-01-02,10:32
6687,484,RepairReady,System,complete,1970-01-12,10:05
6688,410,Survey,Jacky,complete,1970-01-03,0:19
6689,327,ReadyInformClient,System,complete,1970-01-03,10:29
6692,945,Survey,Anne,complete,1970-01-13,16:36
6693,924,RepairReady,System,complete,1970-01-12,5:07
6694,376,InformClientSurvey,System,complete,1970-01-01,20:04
6695,290,Survey,Jacky,complete,1970-01-04,17:41
6696,626,ImmediateRepair,Jacky,complete,1970-01-03,18:13
6697,94,ReadyInformClient,System,complete,1970-01-11,12:51
6698,505,FirstContact,Monica,complete,1970-01-07,15:04
6699,971,ReadyInformClient,System,complete,1970-01-04,1:45
6701,286,InformClientSurvey,System,complete,1970-01-02,8:31
6702,552,MakeTicket,Monica,complete,1970-01-06,4:25
6703,91,Survey,Edd,complete,1970-01-04,2:51
6705,520,Survey,Jacky,complete,1970-01-13,13:37
6706,748,InternRepair,Edd,complete,1970-01-09,22:56
6708,791,Survey,Cindy,complete,1970-01-06,1:55
6709,801,ReadyInformClient,System,complete,1970-01-13,0:17
6712,300,Survey,John,complete,1970-01-05,5:28
6713,358,ArrangeSurvey,Dian,complete,1970-01-06,1:05
6715,245,ReadyInformClient,System,complete,1970-01-04,16:33
6716,818,TicketReady,System,complete,1970-01-06,1:07
6720,178,MakeTicket,Monica,complete,1970-01-01,18:28
6721,870,RepairReady,System,complete,1970-01-14,14:33
6723,478,TicketReady,System,complete,1970-01-12,19:06
6724,360,InformClientSurvey,System,complete,1970-01-08,3:20
6725,336,ReadyInformClient,System,complete,1970-01-03,7:01
6726,923,MakeTicket,Monica,complete,1970-01-03,21:31
6727,303,ReadyInformClient,System,complete,1970-01-19,8:53
6728,619,InformClientSurvey,System,complete,1970-01-03,22:51
6729,436,RepairReady,System,complete,1970-01-08,6:25
6730,316,TicketReady,System,complete,1970-01-05,17:21
6731,289,InformClientSurvey,System,complete,1970-01-04,14:57
6732,527,ReadyInformClient,System,complete,1970-01-02,16:16
6735,978,TicketReady,System,complete,1970-01-07,7:13
6736,993,TicketReady,System,complete,1970-01-12,0:11
6738,31,Survey,Barbara,complete,1970-01-03,17:42
6739,591,InformClientSurvey,System,complete,1970-01-07,18:08
6740,687,MakeTicket,Monica,complete,1970-01-03,8:06
6741,111,TicketReady,System,complete,1970-01-20,10:33
6744,607,Survey,Anne,complete,1970-01-07,22:36
6745,712,RepairReady,System,complete,1970-01-07,2:02
6747,115,ArrangeSurvey,Dian,complete,1970-01-06,3:27
6748,308,Survey,John,complete,1970-01-11,6:43
6750,569,ReadyInformClient,System,complete,1970-01-14,7:11
6751,936,SendTicketToFinAdmin,System,complete,1970-01-07,2:24
6752,895,ArrangeSurvey,Monica,complete,1970-01-05,10:17
6753,404,InformClientSurvey,System,complete,1970-01-06,9:12
6756,490,RepairReady,System,complete,1970-01-03,15:33
6758,446,FirstContact,Monica,complete,1970-01-05,4:36
6759,787,RepairReady,System,complete,1970-01-03,17:12
6760,339,SendTicketToFinAdmin,System,complete,1970-01-04,3:48
6761,184,ImmediateRepair,Barbara,complete,1970-01-09,7:26
6762,62,ArrangeSurvey,Monica,complete,1970-01-07,18:12
6763,690,InformClientSurvey,System,complete,1970-01-06,1:15
6764,296,InformClientWrongPlace,Dian,complete,1970-01-01,22:56
6768,791,FirstContact,Dian,complete,1970-01-03,7:57
6771,414,ReadyInformClient,System,complete,1970-01-12,21:53
6772,999,ReadyInformClient,System,complete,1970-01-07,13:11
6773,345,ReadyInformClient,System,complete,1970-01-13,15:45
6775,689,ImmediateRepair,Jacky,complete,1970-01-05,9:04
6776,25,ReadyInformClient,System,complete,1970-01-03,4:54
6778,568,SendTicketToFinAdmin,System,complete,1970-01-09,11:56
6780,135,ArrangeSurvey,Monica,complete,1970-01-05,6:30
6781,361,ReadyInformClient,System,complete,1970-01-05,17:51
6782,778,SendTicketToFinAdmin,System,complete,1970-01-18,16:25
6783,155,ArrangeSurvey,Monica,complete,1970-01-02,7:18
6784,372,ReadyInformClient,System,complete,1970-01-02,20:54
6785,601,TicketReady,System,complete,1970-01-12,8:43
6786,424,SendTicketToFinAdmin,System,complete,1970-01-12,18:57
6787,62,SendTicketToFinAdmin,System,complete,1970-01-08,0:21
6788,699,SendTicketToFinAdmin,System,complete,1970-01-13,18:53
6789,512,MakeTicket,Monica,complete,1970-01-07,7:06
6790,523,ReadyInformClient,System,complete,1970-01-10,3:43
6791,20,RepairReady,System,complete,1970-01-12,10:48
6792,229,TicketReady,System,complete,1970-01-08,16:29
6793,605,InternRepair,Ben,complete,1970-01-01,18:17
6794,534,FirstContact,Dian,complete,1970-01-03,5:55
6795,432,MakeTicket,Dian,complete,1970-01-04,2:52
6796,828,Survey,Barbara,complete,1970-01-09,23:50
6798,282,InformClientSurvey,System,complete,1970-01-01,21:43
6799,292,TicketReady,System,complete,1970-01-05,5:55
6800,433,RepairReady,System,complete,1970-01-04,5:22
6801,925,Survey,Edd,complete,1970-01-06,22:44
6802,578,FirstContact,Monica,complete,1970-01-02,15:56
6803,74,InformClientSurvey,System,complete,1970-01-03,6:03
6804,892,ReadyInformClient,System,complete,1970-01-03,9:00
6806,22,SendTicketToFinAdmin,System,complete,1970-01-08,8:18
6808,837,InformClientSurvey,System,complete,1970-01-02,2:34
6809,256,ArrangeSurvey,Monica,complete,1970-01-07,22:24
6811,85,ReadyInformClient,System,complete,1970-01-11,16:11
6812,855,MakeTicket,Monica,complete,1970-01-05,0:13
6814,56,MakeTicket,Dian,complete,1970-01-06,7:35
6816,682,Survey,Barbara,complete,1970-01-07,16:45
6817,570,MakeTicket,Dian,complete,1970-01-01,18:21
6818,988,FirstContact,Dian,complete,1970-01-03,11:13
6819,272,InformClientSurvey,System,complete,1970-01-07,9:07
6821,284,MakeTicket,Monica,complete,1970-01-06,5:19
6822,848,Survey,John,complete,1970-01-02,2:13
6824,822,FirstContact,Monica,complete,1970-01-05,4:26
6825,566,ArrangeSurvey,Dian,complete,1970-01-04,8:59
6830,115,TicketReady,System,complete,1970-01-10,7:50
6831,620,InformClientSurvey,System,complete,1970-01-04,6:00
6832,291,FirstContact,Monica,complete,1970-01-06,19:59
6833,415,Survey,Anne,complete,1970-01-12,6:01
6834,681,RepairReady,System,complete,1970-01-19,6:01
6835,924,MakeTicket,Dian,complete,1970-01-07,16:24
6837,502,RepairReady,System,complete,1970-01-01,12:59
6838,305,ImmediateRepair,Lex,complete,1970-01-04,11:34
6839,619,ReadyInformClient,System,complete,1970-01-10,12:41
6840,45,InformClientSurvey,System,complete,1970-01-05,7:25
6841,877,ImmediateRepair,Barbara,complete,1970-01-02,5:15
6842,48,ArrangeSurvey,Monica,complete,1970-01-08,7:01
6843,933,ArrangeSurvey,Dian,complete,1970-01-07,19:39
6844,166,FirstContact,Monica,complete,1970-01-04,12:13
6845,529,InformClientSurvey,System,complete,1970-01-03,5:43
6847,180,TicketReady,System,complete,1970-01-02,3:06
6848,260,ArrangeSurvey,Monica,complete,1970-01-04,4:37
6849,463,ArrangeSurvey,Monica,complete,1970-01-02,15:37
6850,937,SendTicketToFinAdmin,System,complete,1970-01-04,1:43
6851,521,ReadyInformClient,System,complete,1970-01-19,17:40
6853,662,ImmediateRepair,Jacky,complete,1970-01-02,3:16
6854,31,SendTicketToFinAdmin,System,complete,1970-01-04,0:30
6857,344,SendTicketToFinAdmin,System,complete,1970-01-09,14:38
6858,417,InternRepair,Barbara,complete,1970-01-05,1:14
6859,440,SendTicketToFinAdmin,System,complete,1970-01-08,10:39
6860,333,ReadyInformClient,System,complete,1970-01-13,8:45
6861,595,InformClientSurvey,System,complete,1970-01-06,10:58
6862,593,FirstContact,Dian,complete,1970-01-04,19:56
6863,212,Survey,John,complete,1970-01-16,23:57
6864,896,TicketReady,System,complete,1970-01-17,1:47
6866,123,FirstContact,Monica,complete,1970-01-04,16:25
6868,661,TicketReady,System,complete,1970-01-12,0:37
6869,126,SendTicketToFinAdmin,System,complete,1970-01-09,9:27
6870,788,InformClientSurvey,System,complete,1970-01-04,7:36
6872,355,FirstContact,Dian,complete,1970-01-01,22:08
6874,703,ArrangeSurvey,Monica,complete,1970-01-03,15:39
6876,257,InformClientSurvey,System,complete,1970-01-02,18:10
6877,930,ImmediateRepair,Anne,complete,1970-01-01,16:45
6879,343,MakeTicket,Monica,complete,1970-01-02,17:53
6880,582,InformClientSurvey,System,complete,1970-01-06,10:25
6881,219,InternRepair,Edd,complete,1970-01-06,11:03
6882,139,ArrangeSurvey,Dian,complete,1970-01-06,7:42
6883,501,FirstContact,Monica,complete,1970-01-06,17:10
6886,678,InformClientSurvey,System,complete,1970-01-01,21:29
6887,984,ArrangeSurvey,Monica,complete,1970-01-08,2:30
6888,640,MakeTicket,Monica,complete,1970-01-02,0:30
6889,664,TicketReady,System,complete,1970-01-04,22:59
6891,668,Survey,Paul,complete,1970-01-03,3:13
6892,788,InternRepair,Barbara,complete,1970-01-08,6:49
6893,556,ReadyInformClient,System,complete,1970-01-01,18:39
6894,594,InternRepair,Cindy,complete,1970-01-05,1:21
6895,118,FirstContact,Dian,complete,1970-01-06,4:42
6896,722,InternRepair,John,complete,1970-01-08,11:53
6897,449,TicketReady,System,complete,1970-01-04,1:30
6899,315,SendTicketToFinAdmin,System,complete,1970-01-11,10:36
6900,243,InformClientSurvey,System,complete,1970-01-06,5:11
6901,987,FirstContact,Monica,complete,1970-01-02,18:54
6902,682,FirstContact,Dian,complete,1970-01-07,5:37
6903,281,InformClientWrongPlace,Dian,complete,1970-01-03,2:54
6904,112,ImmediateRepair,Anne,complete,1970-01-11,22:27
6906,598,InformClientSurvey,System,complete,1970-01-07,2:31
6907,254,MakeTicket,Monica,complete,1970-01-07,22:52
6908,858,ImmediateRepair,Barbara,complete,1970-01-07,19:42
6909,988,Survey,Edd,complete,1970-01-04,2:02
6912,642,InternRepair,Cindy,complete,1970-01-16,10:11
6913,502,ImmediateRepair,Anne,complete,1970-01-01,12:59
6914,325,FirstContact,Dian,complete,1970-01-05,5:23
6915,616,TicketReady,System,complete,1970-01-06,14:31
6916,248,FirstContact,Monica,complete,1970-01-01,20:12
6917,592,FirstContact,Dian,complete,1970-01-05,20:01
6918,293,ArrangeSurvey,Monica,complete,1970-01-03,4:15
6920,932,FirstContact,Dian,complete,1970-01-03,6:08
6921,190,SendTicketToFinAdmin,System,complete,1970-01-11,11:35
6922,203,RepairReady,System,complete,1970-01-13,7:08
6924,795,RepairReady,System,complete,1970-01-01,17:41
6925,813,FirstContact,Monica,complete,1970-01-02,19:29
6927,121,MakeTicket,Monica,complete,1970-01-04,19:05
6928,386,ArrangeSurvey,Dian,complete,1970-01-05,14:48
6929,958,ReadyInformClient,System,complete,1970-01-12,17:01
6930,224,MakeTicket,Dian,complete,1970-01-04,16:45
6933,39,FirstContact,Dian,complete,1970-01-05,17:57
6934,406,InformClientSurvey,System,complete,1970-01-06,11:23
6935,597,ReadyInformClient,System,complete,1970-01-07,17:46
6936,270,ArrangeSurvey,Dian,complete,1970-01-07,20:01
6937,413,InternRepair,Paul,complete,1970-01-14,7:08
6938,285,SendTicketToFinAdmin,System,complete,1970-01-08,12:28
6939,294,Survey,John,complete,1970-01-14,21:49
6941,886,RepairReady,System,complete,1970-01-01,23:43
6942,396,SendTicketToFinAdmin,System,complete,1970-01-20,4:48
6943,193,SendTicketToFinAdmin,System,complete,1970-01-05,1:19
6944,935,SendTicketToFinAdmin,System,complete,1970-01-03,5:17
6945,3,SendTicketToFinAdmin,System,complete,1970-01-07,6:26
6946,470,SendTicketToFinAdmin,System,complete,1970-01-13,1:56
6947,436,ArrangeSurvey,Monica,complete,1970-01-08,2:57
6949,148,RepairReady,System,complete,1970-01-05,4:57
6952,624,FirstContact,Monica,complete,1970-01-01,18:19
6953,14,ArrangeSurvey,Monica,complete,1970-01-04,0:31
6954,14,ArrangeSurvey,Monica,complete,1970-01-04,0:33
6957,915,ArrangeSurvey,Monica,complete,1970-01-06,13:01
6958,625,ArrangeSurvey,Monica,complete,1970-01-04,18:53
6960,652,InformClientSurvey,System,complete,1970-01-02,17:43
6961,690,Survey,Anne,complete,1970-01-07,10:33
6963,358,InformClientSurvey,System,complete,1970-01-06,1:05
6964,150,InformClientSurvey,System,complete,1970-01-04,20:35
6965,414,SendTicketToFinAdmin,System,complete,1970-01-12,23:24
6966,84,SendTicketToFinAdmin,System,complete,1970-01-19,3:07
6967,228,ArrangeSurvey,Monica,complete,1970-01-01,13:16
6968,542,InternRepair,Barbara,complete,1970-01-05,14:44
6969,23,Survey,Nick,complete,1970-01-03,11:18
6970,313,TicketReady,System,complete,1970-01-03,5:15
6971,904,SendTicketToFinAdmin,System,complete,1970-01-17,16:04
6972,708,InformClientSurvey,System,complete,1970-01-04,6:28
6974,399,ReadyInformClient,System,complete,1970-01-12,18:28
6975,572,Survey,Barbara,complete,1970-01-13,3:17
6976,285,RepairReady,System,complete,1970-01-08,6:55
6977,14,TicketReady,System,complete,1970-01-06,20:11
6978,974,SendTicketToFinAdmin,System,complete,1970-01-03,16:56
6979,757,InternRepair,John,complete,1970-01-09,5:16
6980,77,InternRepair,Eric,complete,1970-01-06,9:24
6981,125,ReadyInformClient,System,complete,1970-01-10,1:14
6982,864,InformClientSurvey,System,complete,1970-01-05,21:57
6983,434,ReadyInformClient,System,complete,1970-01-16,8:03
6984,333,MakeTicket,Monica,complete,1970-01-08,0:41
6986,311,ReadyInformClient,System,complete,1970-01-11,0:02
6987,991,ArrangeSurvey,Monica,complete,1970-01-07,22:34
6989,47,ArrangeSurvey,Dian,complete,1970-01-06,5:17
6990,955,TicketReady,System,complete,1970-01-20,4:43
6993,118,ReadyInformClient,System,complete,1970-01-07,9:18
6995,714,TicketReady,System,complete,1970-01-15,5:28
6997,767,ArrangeSurvey,Monica,complete,1970-01-05,19:34
6998,584,TicketReady,System,complete,1970-01-11,9:47
6999,481,FirstContact,Dian,complete,1970-01-04,4:44
7000,824,Survey,Cindy,complete,1970-01-16,2:58
7001,715,TicketReady,System,complete,1970-01-07,6:42
7005,853,ReadyInformClient,System,complete,1970-01-12,22:14
7006,951,ReadyInformClient,System,complete,1970-01-05,12:01
7008,794,TicketReady,System,complete,1970-01-16,9:36
7010,720,InformClientSurvey,System,complete,1970-01-05,2:40
7012,865,InternRepair,Paul,complete,1970-01-06,19:50
7013,245,InternRepair,Paul,complete,1970-01-04,16:07
7015,389,FirstContact,Dian,complete,1970-01-04,4:21
7017,539,RepairReady,System,complete,1970-01-18,18:19
7019,768,ArrangeSurvey,Monica,complete,1970-01-03,8:48
7020,18,ArrangeSurvey,Monica,complete,1970-01-08,6:26
7021,222,ReadyInformClient,System,complete,1970-01-12,20:33
7023,422,ImmediateRepair,Barbara,complete,1970-01-13,7:23
7025,180,Survey,Lex,complete,1970-01-01,21:47
7026,625,ReadyInformClient,System,complete,1970-01-08,7:52
7027,48,InformClientSurvey,System,complete,1970-01-08,7:01
7028,983,Survey,Nick,complete,1970-01-05,4:32
7029,659,RepairReady,System,complete,1970-01-13,11:01
7030,662,ArrangeSurvey,Dian,complete,1970-01-02,0:00
7031,769,FirstContact,Monica,complete,1970-01-02,1:10
7032,566,RepairReady,System,complete,1970-01-08,20:00
7034,66,Survey,Anne,complete,1970-01-08,11:29
7035,567,SendTicketToFinAdmin,System,complete,1970-01-10,7:55
7036,962,TicketReady,System,complete,1970-01-07,19:24
7037,496,MakeTicket,Dian,complete,1970-01-03,12:38
7038,700,FirstContact,Monica,complete,1970-01-06,11:22
7039,335,InformClientSurvey,System,complete,1970-01-05,5:19
7040,500,MakeTicket,Dian,complete,1970-01-07,14:17
7041,761,RepairReady,System,complete,1970-01-06,11:54
7042,194,FirstContact,Dian,complete,1970-01-07,3:00
7045,203,TicketReady,System,complete,1970-01-13,14:59
7048,652,MakeTicket,Dian,complete,1970-01-02,17:41
7049,606,MakeTicket,Monica,complete,1970-01-07,19:10
7050,620,FirstContact,Dian,complete,1970-01-04,5:48
7051,708,SendTicketToFinAdmin,System,complete,1970-01-04,12:27
7052,169,Survey,Anne,complete,1970-01-04,23:27
7053,838,MakeTicket,Dian,complete,1970-01-05,8:04
7054,652,ReadyInformClient,System,complete,1970-01-04,9:29
7055,912,InformClientSurvey,System,complete,1970-01-06,20:28
7056,556,FirstContact,Monica,complete,1970-01-01,9:18
7057,396,TicketReady,System,complete,1970-01-20,7:28
7059,469,SendTicketToFinAdmin,System,complete,1970-01-06,12:07
7060,781,ArrangeSurvey,Dian,complete,1970-01-01,15:38
7064,23,RepairReady,System,complete,1970-01-03,12:12
7065,800,FirstContact,Dian,complete,1970-01-02,0:27
7067,481,Survey,Barbara,complete,1970-01-11,2:04
7068,526,TicketReady,System,complete,1970-01-09,5:19
7071,673,RepairReady,System,complete,1970-01-12,6:27
7074,657,InformClientSurvey,System,complete,1970-01-06,21:29
7076,12,InternRepair,Cindy,complete,1970-01-08,22:10
7078,433,FirstContact,Monica,complete,1970-01-03,14:31
7079,267,MakeTicket,Dian,complete,1970-01-07,18:16
7080,16,ReadyInformClient,System,complete,1970-01-12,4:27
7082,306,FirstContact,Dian,complete,1970-01-02,15:04
7086,191,Survey,Jacky,complete,1970-01-05,21:34
7087,576,SendTicketToFinAdmin,System,complete,1970-01-03,13:47
7088,934,InternRepair,John,complete,1970-01-01,16:12
7092,419,TicketReady,System,complete,1970-01-08,9:59
